"Subject Code","Catalog Number","Description"
"ENGL","55373","Prerequisites: ENGL 10803, ENGL 20803, and at least one 10000- or 20000-level ENGL/WRIT/CRWT course.  Concentrated study of American literature, 1900 to the present.  Topics, genres, authors, ad approaches will vary by semester.  May be taken more than once for credit under different sub-headings.  Student cannot receive credit for ENGL 55373 and ENGL 40683."
"ENGL","55383","Prerequisites:  ENGL 10803, ENGL 20803, and at least one 10000- or 20000-level ENGL/WRIT course.  This course examines the genre of the Victorian novel, asking why it emerges in this period to challenge the preeminence of poetry, why realism becomes its dominant style, and how particular novelists respond to the substantial changes occurring in British society, including industrialization political reform, and changing relations between the sexes and classes.  Student cannot receive credit for ENGL 55383 and ENGL 30453."
"ENGL","55393","Prerequisites:  ENGL 10803, 20803, and at least one 10000- or 20000-level ENGL/WRIT/CRWT course.  Examines the nature and uses of satire, concentrating on the variety of satiric forms.  Readings will include prose fiction, essays, and poetry written by European and American satirists.  Student cannot receive credit for ENGL 55393 and ENGL 30733."
"ENGL","55403","Prerequisites:  ENGL 10803, 20803, and at least one 10000- or 20000-level ENGL/WRIT/CRTW course.  A survey of British, American and Anglophone women poets from the 16th century to the present.  Emphasis will be given to women writers' engagement with, contribution to, and rewriting of poetic tradition; to the social and historical conditions affecting women's poetic production; and to the relation between poetry, poetics, and theories of gender.  Student cannot receive credit for ENGL 55403 and ENGL 30493."
"ENGL","55413","Prerequisite: ENGL 10803, ENGL 20803, and at least one 10000- or 20000-level ENGL/WRIT/CRWT course. Concentrated study of Medieval literature and culture, 500-1500.  Topics, genres, authors, and approaches will vary by semester.  May be taken more than once for credit under different subheadings.  Student cannot receive credit for ENGL 55413 and ENGL 30413."
"ENGL","55423","Prerequisites: ENGL 10803, ENGL 20803, and at least one 10000- or 20000-level ENGL/WRIT/CRWT course.  The first of two period surveys in American Literature, this one spanning from the Colonial times through the Civil War.  This course considers literary antecedents, the conventions of various genres, the cultural circumstances of composition, and interpretive strategies.  Students may take both courses or either course.  Student cannot receive credit for ENGL 55423 and ENGL 30133."
"ENGL","55433","Prerequisites: ENGL 10803, ENGL 20803, and at least one 10000- or 20000-level ENGL/WRIT/CRWT course. This course examines the writings of Oscar Wilde and his contemporaries to explore how literature constructs and reflects gender, sexuality, and social debates.  Particular attention will be given to diverse sexualities represented by New Woman writers, new theories of sexual inversion developed in the 1890s and Oscar Wilde's trials and imprisonment on the grounds of indecency with another man.  Student cannot receive credit for ENGL 55433 and ENGL 30473."
"ENGL","55443","Prerequisites: ENGL 10803, ENGL 20803, and at least one additional 10000- or 20000-level ENGL/WRIT/CRWT course.  An analysis of the fiction, poetry, drama and/or essays written by African Americans, with texts potentially drawn from the slave era through post-civil rights, exploring chronologically the historical, social, cultural and racial contexts which shape the literature.  Student cannot receive credit for ENGL 55443 and ENGL 30573."
"ENGL","55453","Prerequisites: ENGL 10803 , ENGL 20803 , and at least one 10000- or 20000-level ENGL/WRIT/CRWT course.  Surveys the growth of the Arthurian tradition from legend and medieval literature into the 19th and 20th centuries, with special attention to Malory, Tennyson, Twain, and Bradley.  Student cannot receive credit for ENGL 55453 and ENGL 30673."
"ENGL","55463","Prerequisites: ENGL 10803, 20803 and at least one ENGL/ WRIT/CRWT class.  This course examines the political and social histories of Middle Eastern and North African diasporic communities, paying close attention to how they address creativity and concerns about cultural preservation and assimilation.  Class discussion will be grounded in critical race theory & constructivist approaches to literature and culture.  Student cannot receive credit for ENGL 55463 and ENGL 30883."
"ENGL","55473","Prerequisites: English majors or minors only; students must have junior or senior standing and must have completed one 30000-level ENGL/ WRIT/CRWT course.  Introduces English majors and minors to a sustained, long-format research project over the course of the semester.  Students will discuss and examine the practical and professional aspects of the English major while attempting to synthesize and integrate their various learning experiences in American literature and writing.  This course is not repeatable for credit.  Student cannot receive credit for ENGL 55473 and ENGL 38023."
"ENGL","55483","An intensive examination of Victorian women poets, novelists, and prose writers in the context of historical conditions and feminist theory. Student cannot receive credit for ENGL 55483 and ENGL 70483."
"ENGL","55493","Students will explore the methods and theories that underlie big data in the humanities.  Students will examine how we can better ask and answer research questions in rhetoric, culture, and literature through the use of digital tools such as R and/or Python.  Students will work independently and collaboratively to perform humanities research using these tools.  Through a series of close reading, distant reading, writing, and programming assignments, students will also examine issues of race, class, gender, and sexuality.  Students will learn to think critically about the uses and limitations of digital methods and theories.  Student cannot receive credit for ENGL 55493 and ENGL 30873."
"ENGL","55503","Prerequisites:  ENGL 10803, ENGL 20803, and one 20000-level ENGL/WRIT/CRWT course.  Concentrated study of American literature, 1800-1899.  Topics, genres, authors, and approaches will vary by semester.  May be taken more than once for credit under different sub-headings.  Student cannot receive credit for ENGL 55503 and ENGL 40553."
"ENGL","55513","A seminar on major authors and issues in contemporary critical theory.  Student cannot receive credit for ENGL 55113 and ENGL 60123."
"ENGL","55523","Prerequisite: Admission to a TCU graduate program.  Study of theories and promising practices for doing effective archival research; critical reading of influential examples from archival scholarship; use of traditional and digital archives; practice developing archival projects; examination of issues associated with archives and archival research today.  Student cannot receive credit for ENGL 55523 and ENGL 60133."
"ENGL","55533","Examination of significant works of literature in multiple genres by U.S. Latinx authors.  Particular emphasis will be put on a comparative approach, exploring the literature of Puerto Rican, Cuban, Chicana/o, Mexican, Dominican, and/or Nicaraguan Americans.  Texts vary by semester.  Student cannot receive credit for ENGL 55533 and ENGL 80533."
"ENGL","55543","The study of the works of major Elizabethan and Jacobean playwrights.  Student cannot receive credit for ENGL 55543 and ENGL 60433."
"ENGL","55553","The American novel from its beginnings to 1890.  Topics examined include the Gothic and sentimental novelists (Brown, Rowson), the early national novel (Cooper), the Romantics (Hawthorne, Melville), Realism and the Realists (Twain, James, Howells), and the early Naturalists (Norris).  Student cannot receive credit for ENGL 55553 and ENGL 70503."
"ENGL","55563","Prerequisites: ENGL 10803, ENGL 20803, and at least one 10000- or 20000-level ENGL/WRIT/CRWT course.  An intensive study of the works of Toni Morrison. Attention will also be given to the cultural contexts (historical and contemporary) that structure the worlds of Morrison's fiction and influence the reception of her work.  Student cannot receive credit for ENGL 55563 and ENGL 40533."
"ENGL","55573","A study of American women's writings from the colonial period through 1865, with attention to the ways the literature reflects, responds to, and shapes perceptions of women's roles, identities, and opportunities at various historical moments.  Topics, authors, genres, and approaches may vary by semester.  Student cannot receive credit for ENGL 55573 and ENGL 40513."
"ENGL","55583","This seminar provides graduate students with the opportunity to research and present theoretical approaches to representative contemporary fiction by African-Americans.  Continuities will be established between theories shaped by the Black Arts Movement of the sixties and those shaped by post-modernist thinking.  Representative writers may include Alice Walker, Toni Cade Bambara, Charles Johnson, Toni Morrison and Ernest Gaines.  Student cannot receive credit for ENGL 55583 and ENGL 80583."
"ENGL","55593","Prerequisites:  ENGL 10803, 20803, and at least one 10000- or 20000-level ENGL/WRIT/CRWT course.  An intensive study of the pleasures and difficulties of long novels, which represent a unique genre of literature.  Each semester focuses on three or four novels generally regarded as works of tremendous influence, but which may be too involved for study in survey courses.  The novels will be selected from different periods, cultures, and languages.  Student cannot receive credit for ENGL 55593 and ENGL 40743."
"ENGL","55633","Prerequisites: ENGL 10803, ENGL 20803, and at least one additional 10000- or 20000-level ENGL/WRIT/CRWT course.  An advanced course on the subject of romantic love, gender relations, and sexuality in literature of the English Renaissance.  This course examines the political, cultural, and aesthetic contexts of love and sex that shaped representations of desire in some of the Renaissance's most enduring works, including drama and poetry by Shakespeare and others.  Student cannot receive credit for ENGL 55633 and ENGL 40633."
"ENGL","55713","Prerequisites:  ENGL 20803.  The course examines expressive culture that reflects and shapes the way people think, behave, and give their lives meaning.  The expressive culture includes history, literature, and lore considered as resources for people to address their needs and circumstances, especially in relation to social positions, gender, self-identification, politics, and ethics.  Other topics include U.S. Mexico relations, social conflict, resistance movements, religion, and cultural poetics.  Student cannot receive credit for ENGL 55713 and ENGL 30713."
"ENGL","55723","Prerequisites: ENGL 10803, ENGL 20803 and at least one 10000- or 20000-level ENGL/WRIT/CRWT course.  Study of literary works in English on various genres by U.S. authors of Puerto Rican, Mexican, Nicaraguan, Cuban, Dominican, and/or Chicano/a backgrounds.  Historical emphasis will be limited to the twentieth and twenty-first centuries.  Topics of analysis include race, gender, class, nationality, migration, immigration, and urban studies.  Student cannot receive credit for ENGL 55723 and ENGL 30703."
"ENGL","55733","Prerequisites: ENGL 10803, ENGL 20803, and at least one 10000- or 20000-level ENGL/WRIT/CRWT course.  A study of the history and criticism of children's literature, with an emphasis on Anglophone works from the last 200 years.  Student cannot receive credit for ENGL 55733 and ENGL 40733."
"ENGL","55743","Prerequisites: ENGL 10803, ENGL 20803, and at least one 10000- or 20000- level ENGL/WRIT/CRWT course.  An examination of depictions of cities in American literature, with attention to the ways urban experiences shape Americans' lives, social interactions, and identities.  The historical period under inquiry may vary by semester.  Student cannot receive credit for ENGL 55743 and ENGL 30163."
"ENGL","55753","Prerequisites: ENGL 10803, ENGL 20803, and at least one other 10000- or 20000-level ENGL/WRIT/CRWT course.  This course will explore the parallel interests and debates of literary and legal discourse.  Subtopics and time period may vary by semester.  Student cannot receive credit for ENGL 55753 and ENGL 30823."
"ENGL","55763","Examination of race and gender in American literature in relation to recent developments in fields such as women's studies, gender studies, critical race studies, Native American studies, and/or African American studies.  Themes will vary by semester.  Student cannot receive credit for ENGL 55763 and 80523."
"ENGL","55773","Prerequisites: ENGL 10803 and ENGL 20803 and at least one ENGL/WRIT/CRWT class.  This class examines literature from across the Middle East and North Africa, addressing a wide range of topics such as dissent and conformity, religious and secular identity, sex and gender, conflict and reconciliation, etc. Discussions will be grounded in critical race theory & cultural, constructivist approaches to literature.  Student cannot receive credit for ENGL 55773 and ENGL 30863."
"ENGL","55783","Major documents of non-fiction prose in American literature.  Student cannot receive credit for ENGL 55783 and ENGL 70573."
"ENGL","55793","This course engages in comparative, cross-cultural study of American literature in a global context.  Affirming the field's increasing commitment to extending the scope of American literatures beyond U.S. national borders, readings and student research will explore a range of texts using one or more of these frameworks: hemispheric, trans-Atlantic, border-crossing, inter-American.  Students may repeat this course based on differing thematic and organizational approaches being used for the content of particular offerings.   Student cannot receive credit for ENGL 55793 and ENGL 70583."
"ENGL","55793","A study of issues in composition research, practice, or theory.  Topics may vary.  Student cannot receive credit for WRIT 55793 and ENGL 80723."
"ENGL","55813","Prerequisites: ENGL 10803, ENGL 20803, and at least one 10000- or 20000-level ENGL/WRIT/CRWT course.  The second of two period surveys in American Literature, this one spanning from after the Civil War to the present.  This course considers literary antecedents, the conventions of various genres, the cultural circumstances of composition, and interpretive strategies.  The English Department recommends that ENGL 30133 and 30143 be taken consecutively.  Student cannot receive credit for ENGL 55813 and ENGL 30143."
"ENGL","55823","Prerequisites: ENGL 10803 , ENGL 20803 , and at least one 10000- or 20000-level ENGL/WRIT/CRWT course.  A study in the development of American fiction from 1960 to the present.  Explores the relationship between literature and the concerns of contemporary society.  Examines current trends and topics in American fiction and introduces students to recent literary analysis and critical debates.  Student cannot receive credit for ENGL 55823 and ENGL 30593."
"ENGL","55833","Prerequisites: ENGL 10803, ENGL 20803, and at least one 10000- or 20000-level ENGL/WRIT/CRWT course.  This course examines a wide variety of Australian literature written between European colonization in 1788 and the present.  Student cannot receive credit for ENGL 55833 and ENGL 30843."
"ENGL","55843","Prerequisites: English majors or minors only; students must have junior or senior standing and must have completed one 30000-level ENGL/WRIT/CRWT course.  Introduces English majors and minors to a sustained, long-format research project over the course of the semester.  Students will discuss and examine the practical and professional aspects of the English major while attempting to synthesize and integrate their various learning experiences in global and diasporic literatures and writing.  This course is not repeatable for credit.  Student cannot receive credit for ENGL 55843 and ENGL 38033."
"ENGL","55853","Seminar in Shakespeare.  Student cannot receive credit for ENGL 55853 and ENGL 80413."
"ENGL","55973","Prerequisites: ENGL 10803, ENGL 20803, and at least one 10000- or 20000-level ENGL/WRIT/CRWT course.  Directed Study in English.  Student cannot receive credit for ENGL 55973 and ENGL 50973."
"WRIT","20113","Principles, techniques, and skills needed for writing in scientific, technical, or other professional settings.  Focus on the genres necessary to make decisions and take action in the workplace, such as proposals, reports, instructions, correspondence, policies and procedures, and descriptions of products and services.  Practice individual and collaborative processes involved in the creation of ethical and efficient documents, with emphasis on the dynamics of leadership in professional contexts."
"WRIT","20303","Students explore the rhetorical dimensions of writing within and about games, considering both how games are a form of writing and writing hybridizes genre conventions.  While both games and writing have long been important elements of culture, students in this class will come to a better understanding of how the two are mutually informative.  Students will consider how games inform writing, how writing informs games, and how both games and writing compose the world at large."
"WRIT","20313","Study of social protest movements and their persuasive strategies.  Rhetorical analysis of the forms and functions of dissent, agitation, resistance, and control."
"WRIT","20323","An introduction to authoring with multiple digital modes: image, sound, and video.  By incorporating rhetorical concepts such as audience, context, and persuasive appeals, students gain a basic experience of multimodal composition while investigating and/or advocating as citizens.  This course does not require any previous experience with these modes or digital technologies."
"WRIT","20333","An introduction to the ways in which social organizations, technology, and language influence one another."
"WRIT","20343","An exploration of the rhetorical strategies by which science is integrated into our lives.  This course will demonstrate how scientific realities are rhetorically and socially constructed at the intersection of science and citizenship.  Students will examine the complex relationships between science, faith, racism, and social justice and will attend to how economic, sexual, racial, or ability differences may intersect with issues like environmental justice or access to healthcare."
"WRIT","20353","Prerequisites:  ENGL 10803.  Students examine Black communicative histories in the identities of Black activist groups, performers, artists, and public leaders. Students identify persuasive and linguistic strategies of multiple public texts that have channeled the racial justice issues of their time.  They reframe key themes in communication studies as they imagine democracy from the context of Black freedom struggles in the United States. "
"WRIT","20833","This course is designed as an introduction to coding for students in the Humanities and/or the Digital Culture and Data Analytics (DCDA) Minor.  Hence, students will be introduced to the basics of a computer programming language (such as Python or R) as it pertains to the intellectual, cultural, and creative work central to the Humanities."
"WRIT","30013","Course meets to support students' independent distinction projects in literature and writing."
"WRIT","30203","Prerequisites: ENGL 10803 or 10833, and ENGL 20803 or 20833.  A rhetorical analysis of cities, parks, memorials, planned communities and civic discourse in and around what gets composed as an urban text.  From a rhetorical perspective, this course will explore the historical, social, cultural and racial texts constructed in the urban environment which shape our sense of citizenship and identity in both public and private contexts.  Examines current trends and topics in the American urbanscape."
"WRIT","30213","Prerequisites: ENGL 10803 or 10833, ENGL 20803 or 20833.   Writing workshop that builds on lower division composition courses by focusing on the analysis and production of texts written for specific rhetorical situations and discourse communities.  Emphasis on new writing contexts and contemporary writing genres whether for academic, professional, creative, or personal purposes."
"WRIT","30223","Prerequisites: ENGL 10803 and either ENGL 20803, or WRIT 20113.  A course in practical communication with a concentration on topics in technical writing and information design, including oral presentations and use of visual materials and digital tools.  Assignments are tailored to fit students' major fields and professional interests.  Student cannot receive credit for WRIT 55223 and WRIT 30223."
"WRIT","30243","Prerequisites: ENGL 10803, ENGL 20803, and at least one 10000- or 20000-level ENGL/WRIT/CRWT course.  Appropriation of the vocabulary, taxonomies, and strategies of classical and modern rhetoric for the purposes of critical inquiry into contemporary communication and behavior.  Student cannot receive credit for WRIT 55663 and WRIT 30243."
"WRIT","30253","Prerequisites: ENGL 10803, ENGL 20803, and at least one 10000- or 20000-level ENGL/WRIT course.  An introduction to the ideas, issues and individuals that shaped rhetoric and its relationship to literature and poetics, including the relationship between orality and literacy, the impact of cultural and religious views on discourse, and the role of technology in communication.  Student cannot receive credit for WRIT 55253 and WRIT 30253."
"WRIT","30263","Prerequisites: ENGL 10803, ENGL 20803, and at least one 10000- or 20000-level ENGL/WRIT course.  Analysis of the ways in which writers deploy vocabulary and syntax to create a prose voice that is responsive to the demands of audience, purpose, and occasion."
"WRIT","30273","Prerequisites: ENGL 10803, ENGL 20803, and at least one 10000- or 20000-level ENGL/WRIT course.  Analysis of the logic by which writers construct arguments; analysis of the various means that writers use to persuade an audience; practice in writing one's own argumentative and persuasive discourse."
"WRIT","30283","Prerequisites: ENGL 10803, ENGL 20803, and at least one 10000- or 20000-level ENGL/WRIT course.  This course will investigate issues related to cyberliteracy: what it means to read, write, communicate, and make knowledge in a digital world.  In particular, the course will consider how computer technologies challenge traditional notions of literacy, identity, and community."
"WRIT","30293","Non-Human Rhetoric and Representation challenges students to reevaluate non-human actors by interrogating a variety of theoretical, literary and filmic texts, including theory, fiction, documentary, and children's literature."
"WRIT","30390","Prerequisites: ENGL 10803 or 10833, and 20803 or 20833.  A 1.5 hour credit course intended for students with an interest in publication and basic web design.  Students in the course will work in every stage of the production of a least one of the English department's print or digital publications.  Specifically, students will gain knowledge of and experience in (1) the history and purpose of the publication's genre, (2) the selection, editing, and proofing of the publication's drafts, (3) the publication's layout and the design, and (4) the distribution and promotion of the completed product.  Students will also receive practical training with relevant publishing and design software.  This course may be repeated for credit."
"WRIT","30603","Prerequisites:  ENGL 10803, 20803, and at least one 10000- or 20000-level ENGL/WRIT course.  This course explores the characteristics, affordances, and effects of social media as rhetoric, with special attention to the ways in which the uniquely digital qualities of social media such as speed, interactivity, anonymity, remix, and networked circulation complicate the traditional rhetorical situation of rhetor, audience, text, and context.  Student cannot receive credit for WRIT 55153 and WRIT 30603."
"WRIT","30613","Prerequisites:  ENGL 20803.  Students will write their own texts in multiple genres and carry out rhetorical analysis of writing that addresses questions about cultural differences--across individual identities, within various communities, and in connection with social issues.  Strategies writers use to engage with intersectional domains such as race, ethnicity, social class, gender, regionalism, national vision, and other social affiliations will be examined.  Addresses the Rhetoric & Culture category for Writing majors and the Writing category for English majors.  Student cannot receive credit for WRIT 55163 and WRIT 30613."
"WRIT","30623","Prerequisites:  ENGL 10803, 20803, and at least one 10000- or 20000-level ENGL/WRIT/CRWT course.  This course uses rhetorical theory to analyze competing discourses of American identities, including how America and Americans are defined, which identities (of race, ethnicity, sexuality, ability, religion, etc.) are deemed 'un-American,' who controls those definitions, and the rhetorical strategies by which they are reinforce or challenged.  Individual sections may focus on particular issues, genres, and/or time periods."
"WRIT","30663","Prerequisites: ENGL 10803, ENGL 20803, and at least one 10000- or 20000-level ENGL/WRIT/CRWT course.  Women's Rhetorics will explore the ways in which women use language t persuade in both public and private spheres. The course will use rhetorical theory to study a variety of primary texts by women representing a range of historical periods from Classical times to the present, with special attention to both traditional rhetorical genres (speeches, letters, sermons, editorials) and nontraditional texts (quilts, recipe books, blogs, performance art).  Student cannot receive credit for WRIT 55623 and WRIT 30663."
"WRIT","30803","Prerequisites: ENGL 10803 and ENGL 20803.  A study of theories of cinema as text in the humanities, including areas such as analytic approaches to film, rhetorical approaches to film, and/or film criticism.  Course includes an integrated lab for viewing required films."
"WRIT","30813","Prerequisites: ENGL 10803 or 10833, and ENGL 20803 or 20833.  This course examines the history of the book from the perspectives of producers and consumers.  It includes the social and cultural significance of print culture, analyzing print technology as a mass media capable of shaping human attitudes.  As readers move from the printed page to the computer screen, all areas of traditional print culture are changing as well, including the most basic concepts of what it means to be a writer, reader, and publisher.  This course may include a lab component."
"WRIT","30893","Prerequisite:  ENGL 20803  Critical examination of how digital authorship technologies impact and are changed by cultural identities, especially with inclusivity with regard to race, class, gender , sexual identity, and ability."
"WRIT","30990","This course represents credit earned through a semester study abroad experience with an institution or program with which Texas Christian University has an official agreement to accept credit.  The site and specific content will be identified on the official transcript. Courses appearing on a student's official transcript have been included in the student's grade point average."
"WRIT","38063","Prerequisites: Writing majors and minors only; students must have junior or senior standing and must have completed one 30000-level ENGL/WRIT/CRWT course.  Introduces Writing majors and minors to a sustained, long-format research project over the course of the semester.  Students will examine and practice disciplinary conventions in the context of future career possibilities and/or graduate school by also preparing a professional portfolio designed for an external audience.  Student cannot receive credit for WRIT 55733 and WRIT 38063."
"WRIT","40013","Independent study to complete a distinction project in literature or writing."
"WRIT","40163","Investigates the relationship between new media, culture, and design, with particular emphasis on mulimodal, interactive texts.  Course emphasizes concepts in rhetoric, multimedia, and authorship in digital environments.  Students design and compose a variety of multimedia products incorporating print, image, and other modes."
"WRIT","40233","Prerequisites: ENGL 10803, ENGL 20803, and at least one 10000- or 20000-level ENGL/WRIT course.  A survey of the possibilities of writing for magazine publication and the construction of essays and articles for specific markets."
"WRIT","40243","Prerequisites: ENGL 10803 and either ENGL 20803 or WRIT 20113.  An advanced course in writing, rhetoric, and design appropriate to diverse professions (e.g., law, medicine, engineering, social work).  Students analyze, and write for, particular audiences in terms of their genre conventions, content expectations, and language dynamics."
"WRIT","40253","Prerequisites: ENGL 10803, ENGL 20803, and at least one 10000- or 20000-level ENGL/WRIT course.  The nature of persuasive discourse and social movements involving propaganda explored through illustrations and theories that facilitate their understanding."
"WRIT","40263","Prerequisites: ENGL 20803 and one 20000-level CRWT or WRIT course. An intermediate-to-advanced course on the authoring of multimedia texts, with a focus on moving images, including animation, film, and video. Course emphasizes concepts in rhetoric, multimedia, and authorship in digital environments. Students design and compose a variety of multimedia products incorporating moving images, sound, text, and other modes. Student cannot receive credit for WRIT 55263 and WRIT 40263."
"WRIT","40273","Prerequisites: 60 credit hours; major GPA of 3.0 or Cum GPA of 2.8 minimum; approval of the department. Students place themselves with agencies in publishing or related fields for workplace experience.  Duties, varied to fit the needs and opportunities associated with the participating agencies, generally include writing, editing, and production of published documents.  Course may be repeated once for credit."
"WRIT","40283","Prerequisites: ENGL 10803, ENGL 20803, and at least one 10000- or 20000-level ENGL/WRIT course.  Introduces students to the practice of editing manuscripts intended for publication.  Topics include the editorial process (both academic and commercial), the ethics of editing, and the role of the editor in publishing.  Students will engage in extensive editing practice of journal and book manuscripts.  Student cannot receive credit for WRIT 55283 and WRIT 40283."
"WRIT","40333","Prerequisites: ENGL 10803, ENGL 20803, and at least one 10000- or 20000-level ENGL/WRIT course.  Explores the role of language in human communication and culture, with attention to the implications of language ideologies to various forms of communicative interaction.  Review and critique of theories of language and communication as a social and political phenomena."
"WRIT","40363","Explores the complex relationship between new media, culture, and design, with particular emphasis on the production of mobile applications and eBooks publications.  Course emphasizes concepts in rhetoric, multimedia, and authorship in digital environments.  Students design and compose a variety of multimedia products incorporating print, image, and other modes.  Student cannot receive credit for WRIT 55743 and WRIT 40363."
"WRIT","40373","Prerequisites: ENGL 10803, ENGL 20803, and at least one 10000- or 20000-level ENGL/WRIT course.  Analysis of the nature of revolutionary discourse with attention to the logic, arguments, and persuasive appeals of written works and rhetorical performances."
"WRIT","40463","Prerequisites: ENGL 20803.  Explores the complex relationship between new media, culture, and design, with particular emphasis on comics and graphic narratives.  Course emphasizes concepts in rhetoric, multimedia, and authorship in print and digital environments.  Students design and compose a variety of multimedia projects incorporating image and text (drawn and digitally manipulated).  Student cannot receive credit for WRIT 55753 and WRIT 40463."
"WRIT","40563","Explores the complex relationship between new media, culture, and design, with particular emphasis on the production of sound and podcasting.  Course emphasizes concepts in rhetoric, multimedia, and authorship in digital environments.  Students design and compose a variety of multimedia products incorporating sound, print, image, and other modes."
"WRIT","55103","Prerequisites:  ENGL 10803, 20803, and at least one 10000- or 20000-level ENGL/WRIT course.  Analysis of the ways in which writers deploy vocabulary and syntax to create a prose voice that is responsive to the demands of audience, purpose, and occasion.  Student cannot receive credit for WRIT 55103 and WRIT 30263."
"WRIT","55113","Investigates the relationship between new media, culture, and design, with particular emphasis on multimodal, interactive texts.  Course emphasizes concepts in rhetoric, multimedia, and authorship in digital environments.  Students design and compose a variety of multimedia products incorporating print, image, and other modes.  Student cannot receive credit for WRIT 55113 and WRIT 40163."
"WRIT","55123","Prerequisites:  ENGL 10803, 20803, and at least one 10000-or 20000-level ENGL/WRIT course.  Explores the role of language in human communication and culture, with attention to the implications of language ideologies to various forms of communicative interaction.  Review and critique of theories of language and communication as a social and political phenomena.  Student cannot receive credit for WRIT 55123 and WRIT 40333."
"WRIT","55133","Investigates the relationship between new media, culture, and design, with particular emphasis on mulimodal, interactive texts.  Course emphasizes concepts in rhetoric, multimedia, and authorship in digital environments.  Students design and compose a variety of multimedia products incorporating print, image, and other modes.  Student cannot receive credit for WRIT 55133 and WRIT 40163."
"WRIT","55143","Explores the complex relationship between new media, culture, and design, with particular emphasis on the production of sound and podcasting.  Course emphasizes concepts in rhetoric, multimedia, and authorship in digital environments.  Students design and compose a variety of multimedia products incorporating sound, print, image, and other modes.  Student cannot receive credit for WRIT 55143 and WRIT 40563."
"WRIT","55153","Prerequisites:  ENGL 10803, 20803, and at least one 10000- or 20000-level ENGL/WRIT course.  This course explores the characteristics, affordances, and effects of social media as rhetoric, with special attention to the ways in which the uniquely digital qualities of social media such as speed, interactivity, anonymity, remix, and networked circulation complicate the traditional rhetorical situation of rhetor, audience, text, and context.  Student cannot receive credit for WRIT 55153 and WRIT 30603."
"WRIT","55163","Prerequisites:  ENGL 20803.  Students will write their own texts in multiple genres and carry out rhetorical analysis of writing that addresses questions about cultural differences--across individual identities, within various communities, and in connection with social issues.  Strategies writers use to engage with intersectional domains such as race, ethnicity, social class, gender, regionalism, national vision, and other social affiliations will be examined.  Addresses the Rhetoric & Culture category for Writing majors and the Writing category for English majors.  Student cannot receive credit for WRIT 55163 and WRIT 30613."
"WRIT","55173","Prerequisites:  Admission to the graduate program in English. Offering a theoretical foundation in Black feminist thought alongside current literacy and
educational texts related to race, gender, and sexuality, the course centers the unique contributions of Black Feminist thought and its transformative potential for classrooms, schools, and communities. Student cannot receive credit for WRIT 55173 and ENGL 80623."
"WRIT","55223","Prerequisites: ENGL 10803 and either ENGL 20803, or WRIT 20113.  A course in practical communication with a concentration on topics in technical writing and information design, including oral presentations and use of visual materials and digital tools.  Assignments are tailored to fit students' major fields and professional interests.  Student cannot receive credit for WRIT 55223 and WRIT 30223."
"WRIT","55233","Prerequisites:  ENGL 10803, ENGL 20803, and at least one 10000- or 20000-level ENGL/WRIT course.  A survey of the possibilities of writing for magazine publication and the construction of essays and articles for specific markets.  Student cannot receive credit for WRIT 55233 and WRIT 40233."
"WRIT","55243","A study of selected major figures and issues in the history of rhetoric.  Student cannot receive credit for WRIT 55243 and ENGL 80703."
"WRIT","55253","Prerequisites: ENGL 10803, ENGL 20803, and at least one 10000- or 20000-level ENGL/WRIT course.  An introduction to the ideas, issues and individuals that shaped rhetoric and its relationship to literature and poetics, including the relationship between orality and literacy, the impact of cultural and religious views on discourse, and the role of technology in communication.  Student cannot receive credit for WRIT 55253 and WRIT 30253."
"WRIT","55263","Prerequisites: ENGL 20803 and one 20000-level CRWT or WRIT course. An intermediate-to-advanced course on the authoring of multimedia texts, with a focus on moving images, including animation, film, and video. Course emphasizes concepts in rhetoric, multimedia, and authorship in digital environments. Students design and compose a variety of multimedia products incorporating moving images, sound, text, and other modes. Student cannot receive credit for WRIT 55263 and WRIT 40263."
"WRIT","55273","Prerequisite: Junior or senior standing, permission of instructor.  This course examines the emergence of rhetoric in Antiquity and traces the impact of classical rhetoric up to the Middle Ages.  A substantial amount of the course is devoted to learning about the relationship between oral and written discourse, the impact of literacy, and the adaptability of systems of communication to technology and society.  The implications of such phenomena are examined in different periods in an effort to develop an historical perspective about the relationship between cognition and expression within cultural conditions.  Student cannot receive credit for WRIT 55273 and ENGL 50253."
"WRIT","55283","Prerequisites: ENGL 10803, ENGL 20803, and at least one 10000- or 20000-level ENGL/WRIT course.  Introduces students to the practice of editing manuscripts intended for publication.  Topics include the editorial process (both academic and commercial), the ethics of editing, and the role of the editor in publishing.  Students will engage in extensive editing practice of journal and book manuscripts.  Student cannot receive credit for WRIT 55283 and WRIT 40283."
"WRIT","55303","Major theories of rhetoric and important rhetoricians of the twentieth century.  Student cannot receive credit for WRIT 55303 and 60713."
"WRIT","55313","History, practices, and methodological concerns; use of archives and information systems; publishing and disciplinary conventions; assessment; fieldwork; ethics, thesis and dissertation problems and procedures. Student cannot receive credit for WRIT 55313 and  ENGL 60723."
"WRIT","55353","A survey of the major contemporary theoretical statements about composing and the teaching of composition.  Student cannot receive credit for WRIT 55353 and ENGL 60703."
"WRIT","55363","A study of the major authors and issues in the history of rhetoric from antiquity to the present day.  Student cannot receive credit for WRIT 55363 and ENGL 70703."
